Rank,Run ID,Generation,Architecture,Layers,Fold Accuracies,Validation Accuracy,Model Size,Training Time (s)
131,8,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 4, 'dropout_rate': 0.30446216348957533, 'bidirectional': True, 'attention': True, 'learning_rate': 1.2730501155464241e-05, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.28582756775739576, 'accuracy': 0.5190476190476191}","[0.5909090909090909, 0.3333333333333333, 0.9047619047619048, 0.9047619047619048, 0.7619047619047619]",0.699134199134199,26977794.0,3.3694379329681396
132,4,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.1, 'bidirectional': True, 'attention': True, 'learning_rate': 5.74349177498517e-05, 'batch_size': 64, 'weight_decay': 5e-05, 'fitness': 0.4372391436960356, 'accuracy': 0.6337662337662338}","[0.6363636363636364, 0.5714285714285714, 0.9047619047619048, 0.6666666666666666, 0.7142857142857143]",0.6987012987012987,661634.0,2.12343168258667
133,1,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 229, 'num_layers': 3, 'dropout_rate': 0.2939130899161738, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0003907852461951223, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.5356981430160264, 'accuracy': 0.716017316017316}","[0.6363636363636364, 0.6190476190476191, 0.6666666666666666, 0.9523809523809523, 0.6190476190476191]",0.6987012987012986,5306389.0,4.9623676300048825
134,9,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 172, 'num_layers': 2, 'dropout_rate': 0.3977793955366137, 'bidirectional': True, 'attention': True, 'learning_rate': 9.247303715573927e-06, 'batch_size': 32, 'weight_decay': 1e-05}","[0.6818181818181818, 0.6190476190476191, 0.9047619047619048, 0.5238095238095238, 0.7619047619047619]",0.6982683982683981,2724998.0,4.944967555999756
135,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 236, 'num_layers': 4, 'dropout_rate': 0.24662636216636638, 'bidirectional': True, 'attention': True, 'learning_rate': 3.930492152271223e-05, 'batch_size': 32, 'weight_decay': 5e-05}","[0.6818181818181818, 0.6666666666666666, 0.8571428571428571, 0.47619047619047616, 0.8095238095238095]",0.6982683982683981,6963654.0,43.289457416534425
136,3,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 1, 'dropout_rate': 0.5, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0001205549195046317, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.6142682262886461, 'accuracy': 0.7722943722943723}","[0.6818181818181818, 0.6190476190476191, 0.9523809523809523, 0.6666666666666666, 0.5714285714285714]",0.6982683982683981,7816194.0,4.158222818374634
137,3,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 2, 'dropout_rate': 0.24200838506936498, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0024082246852806916, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.4957838992031851, 'accuracy': 0.6614718614718614}","[0.7727272727272727, 0.6666666666666666, 0.9047619047619048, 0.38095238095238093, 0.7619047619047619]",0.6974025974025974,14115842.0,2.203239107131958
138,5,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 2, 'dropout_rate': 0.5, 'bidirectional': False, 'attention': True, 'learning_rate': 5e-05, 'batch_size': 32, 'weight_decay': 5e-05}","[0.7727272727272727, 0.6666666666666666, 0.6190476190476191, 0.9047619047619048, 0.5238095238095238]",0.6974025974025974,1825154.0,6.368510293960571
139,9,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 2, 'dropout_rate': 0.3255531583170336, 'bidirectional': True, 'attention': True, 'learning_rate': 5.011872336272725e-05, 'batch_size': 32, 'weight_decay': 1e-05}","[0.8181818181818182, 0.6190476190476191, 0.9047619047619048, 0.6666666666666666, 0.47619047619047616]",0.696969696969697,1825154.0,6.061892080307007
140,4,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 236, 'num_layers': 1, 'dropout_rate': 0.430920009397005, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0018358415745881233, 'batch_size': 64, 'weight_decay': 1e-05, 'fitness': 0.6009004036576722, 'accuracy': 0.7372294372294372}","[0.9090909090909091, 0.6190476190476191, 0.9047619047619048, 0.5238095238095238, 0.5238095238095238]",0.6961038961038961,2886282.0,2.4915002822875976
141,8,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 444, 'num_layers': 2, 'dropout_rate': 0.5, 'bidirectional': False, 'attention': True, 'learning_rate': 0.11136408791577371, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.48381862941249426, 'accuracy': 0.6766233766233766}","[0.9090909090909091, 0.6190476190476191, 0.9047619047619048, 0.5714285714285714, 0.47619047619047616]",0.6961038961038961,11381942.0,5.915429544448853
142,1,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 179, 'num_layers': 1, 'dropout_rate': 0.28776554962506506, 'bidirectional': False, 'attention': True, 'learning_rate': 0.00012457309396155178, 'batch_size': 32, 'weight_decay': 5e-05}","[0.9090909090909091, 0.47619047619047616, 0.9047619047619048, 0.6666666666666666, 0.5238095238095238]",0.6961038961038961,2076043.0,2.261524200439453
143,2,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 204, 'num_layers': 1, 'dropout_rate': 0.29815652049132463, 'bidirectional': True, 'attention': True, 'learning_rate': 3.816778909618178e-05, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.574359308101757, 'accuracy': 0.7341991341991341}","[0.9090909090909091, 0.38095238095238093, 0.9047619047619048, 0.7619047619047619, 0.5238095238095238]",0.6961038961038961,2423114.0,1.771202707290649
144,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 294, 'num_layers': 1, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0001412537544622754, 'batch_size': 64, 'weight_decay': 5e-05}","[0.5454545454545454, 0.38095238095238093, 0.9523809523809523, 0.8571428571428571, 0.7142857142857143]",0.69004329004329,3869924.0,7.940536308288574
145,1,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 352, 'num_layers': 4, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0001876403374634771, 'batch_size': 64, 'weight_decay': 5e-05, 'fitness': 0.5181235119450215, 'accuracy': 0.6961038961038961}","[0.5909090909090909, 0.6190476190476191, 0.5238095238095238, 0.9523809523809523, 0.7619047619047619]",0.6896103896103896,13690690.0,5.634090328216553
146,2,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.45128514167309725, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0013182567385564075, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.39119573018470544, 'accuracy': 0.6034632034632035}","[0.6363636363636364, 0.5714285714285714, 0.9523809523809523, 0.5714285714285714, 0.7142857142857143]",0.6891774891774892,661634.0,3.760811376571655
147,2,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 456, 'num_layers': 1, 'dropout_rate': 0.2960089675443431, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0024289071949755076, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.36417673541349344, 'accuracy': 0.5935064935064934}","[0.6363636363636364, 0.47619047619047616, 0.9523809523809523, 0.6666666666666666, 0.7142857142857143]",0.6891774891774891,6680402.0,4.091438865661621
148,4,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.1, 'bidirectional': True, 'attention': True, 'learning_rate': 6.526518983197493e-06, 'batch_size': 64, 'weight_decay': 1e-05, 'fitness': 0.3420024444668551, 'accuracy': 0.5575757575757575}","[0.6818181818181818, 0.7142857142857143, 0.9047619047619048, 0.47619047619047616, 0.6666666666666666]",0.6887445887445887,661634.0,2.871254253387451
149,6,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 185, 'num_layers': 1, 'dropout_rate': 0.16695791389699147, 'bidirectional': True, 'attention': True, 'learning_rate': 6.693339786924787e-06, 'batch_size': 64, 'weight_decay': 0, 'fitness': 0.6446541922637208, 'accuracy': 0.7818181818181817}","[0.6818181818181818, 0.6190476190476191, 0.8571428571428571, 0.6190476190476191, 0.6666666666666666]",0.6887445887445887,2193177.0,7.977726078033447
150,9,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 3, 'dropout_rate': 0.1, 'bidirectional': True, 'attention': True, 'learning_rate': 5.176577297183705e-06, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.42402964532432963, 'accuracy': 0.641991341991342}","[0.7272727272727273, 0.6190476190476191, 0.9047619047619048, 0.6666666666666666, 0.5238095238095238]",0.6883116883116883,20678146.0,2.0246989727020264
151,6,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.5, 'bidirectional': False, 'attention': True, 'learning_rate': 1.4125375446227554e-06, 'batch_size': 128, 'weight_decay': 5e-05}","[0.7272727272727273, 0.38095238095238093, 0.9047619047619048, 0.6666666666666666, 0.7619047619047619]",0.6883116883116883,665794.0,1.3550041675567628
152,9,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 2, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 0.00035107628541284117, 'batch_size': 64, 'weight_decay': 5e-05, 'fitness': 0.44504495215416034, 'accuracy': 0.6307359307359307}","[0.7727272727272727, 0.38095238095238093, 0.9047619047619048, 0.9047619047619048, 0.47619047619047616]",0.6878787878787879,14378498.0,1.704564380645752
153,6,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.264111621274007, 'bidirectional': False, 'attention': True, 'learning_rate': 1.3167223372787304e-08, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.6035950800018675, 'accuracy': 0.7632034632034632}","[0.7727272727272727, 0.6190476190476191, 0.6190476190476191, 0.7142857142857143, 0.7142857142857143]",0.6878787878787879,765122.0,2.9187026977539063
154,1,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 83, 'num_layers': 1, 'dropout_rate': 0.30667441166367176, 'bidirectional': True, 'attention': True, 'learning_rate': 2.5966523887325704e-05, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.6360372090061538, 'accuracy': 0.7722943722943721}","[0.7727272727272727, 0.5714285714285714, 0.9047619047619048, 0.5238095238095238, 0.6666666666666666]",0.6878787878787878,874987.0,2.9665699005126953
155,3,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 371, 'num_layers': 2, 'dropout_rate': 0.20562311345342016, 'bidirectional': False, 'attention': True, 'learning_rate': 0.007522105162311782, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.5304247755334868, 'accuracy': 0.7082251082251082}","[0.8181818181818182, 0.38095238095238093, 0.9047619047619048, 0.7142857142857143, 0.6190476190476191]",0.6874458874458875,8397215.0,2.3527244567871093
156,3,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 368, 'num_layers': 2, 'dropout_rate': 0.13282524807266258, 'bidirectional': False, 'attention': True, 'learning_rate': 5.5741878399116235e-05, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.3576356294796123, 'accuracy': 0.5653679653679654}","[0.8181818181818182, 0.3333333333333333, 0.9047619047619048, 0.6666666666666666, 0.7142857142857143]",0.6874458874458875,8291042.0,2.6819862842559816
157,2,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.19798194823262924, 'bidirectional': False, 'attention': True, 'learning_rate': 2.29086765276777e-06, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.5587235329419237, 'accuracy': 0.7277056277056276}","[0.9090909090909091, 0.3333333333333333, 0.9047619047619048, 0.8095238095238095, 0.47619047619047616]",0.6865800865800866,760962.0,2.1604154109954834
158,4,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 2, 'dropout_rate': 0.21991986447738263, 'bidirectional': False, 'attention': True, 'learning_rate': 1.9335353661028303, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.5735086757567329, 'accuracy': 0.7367965367965368}","[0.9090909090909091, 0.6190476190476191, 0.5714285714285714, 0.9047619047619048, 0.42857142857142855]",0.6865800865800866,14115842.0,5.192360305786133
159,3,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 2, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 2.8263082073258444e-05, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.6799146310138611, 'accuracy': 0.8112554112554113}","[0.9090909090909091, 0.38095238095238093, 0.9523809523809523, 0.47619047619047616, 0.7142857142857143]",0.6865800865800866,14115842.0,1.5152013778686524
160,3,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 2, 'dropout_rate': 0.22465115251685586, 'bidirectional': True, 'attention': True, 'learning_rate': 0.004758200632533145, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.536262900275292, 'accuracy': 0.7151515151515151}","[0.9090909090909091, 0.42857142857142855, 0.9047619047619048, 0.5238095238095238, 0.6666666666666666]",0.6865800865800865,14115842.0,5.34576826095581
161,9,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 252, 'num_layers': 1, 'dropout_rate': 0.4706424281023773, 'bidirectional': True, 'attention': True, 'learning_rate': 0.00019242546280398015, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.5474420643914442, 'accuracy': 0.7194805194805195}","[0.9545454545454546, 0.42857142857142855, 0.9047619047619048, 0.6190476190476191, 0.5238095238095238]",0.6861471861471862,3190070.0,1.4941318035125732
162,1,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 102, 'num_layers': 1, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 7.277369122968331e-06, 'batch_size': 64, 'weight_decay': 5e-05, 'fitness': 0.4527237546972704, 'accuracy': 0.6692640692640691}","[0.6363636363636364, 0.42857142857142855, 0.9047619047619048, 0.7142857142857143, 0.7142857142857143]",0.6796536796536797,1096706.0,2.106652021408081
163,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 1, 'dropout_rate': 0.23438262068460222, 'bidirectional': False, 'attention': True, 'learning_rate': 0.00025461002310928483, 'batch_size': 128, 'weight_decay': 1e-05}","[0.6363636363636364, 0.5714285714285714, 0.9047619047619048, 0.7142857142857143, 0.5714285714285714]",0.6796536796536797,8078850.0,1.398508596420288
164,9,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 396, 'num_layers': 2, 'dropout_rate': 0.15039260533937118, 'bidirectional': False, 'attention': True, 'learning_rate': 5.011872336272725e-05, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.28809634795384, 'accuracy': 0.5073593073593073}","[0.6363636363636364, 0.7619047619047619, 0.6190476190476191, 0.7142857142857143, 0.6666666666666666]",0.6796536796536796,9467174.0,2.453247880935669
165,8,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.3225844596560571, 'bidirectional': True, 'attention': True, 'learning_rate': 0.00012760729313591828, 'batch_size': 32, 'weight_decay': 5e-05}","[0.7272727272727273, 0.42857142857142855, 0.9523809523809523, 0.6190476190476191, 0.6666666666666666]",0.6787878787878787,765122.0,4.680937719345093
166,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 256, 'num_layers': 3, 'dropout_rate': 0.32288023698774887, 'bidirectional': False, 'attention': True, 'learning_rate': 0.015035617008818173, 'batch_size': 32, 'weight_decay': 5e-05}","[0.7727272727272727, 0.7619047619047619, 0.5714285714285714, 0.5714285714285714, 0.7142857142857143]",0.6783549783549784,6406914.0,6.520706605911255
167,9,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 4, 'dropout_rate': 0.2044568495744757, 'bidirectional': True, 'attention': True, 'learning_rate': 1.956543806926213e-06, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.3882590209540045, 'accuracy': 0.5956709956709956}","[0.8181818181818182, 0.5238095238095238, 0.5714285714285714, 0.9047619047619048, 0.5714285714285714]",0.6779220779220779,26977794.0,6.2114087581634525
168,2,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 332, 'num_layers': 1, 'dropout_rate': 0.24750458209020929, 'bidirectional': True, 'attention': True, 'learning_rate': 7.6509245221058e-05, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.5370772716363652, 'accuracy': 0.7264069264069264}","[0.8636363636363636, 0.47619047619047616, 0.9523809523809523, 0.5714285714285714, 0.5238095238095238]",0.6774891774891774,4410954.0,3.4296764850616457
169,3,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 419, 'num_layers': 1, 'dropout_rate': 0.32641679633205195, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0018425145299354588, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.5177257577980189, 'accuracy': 0.7082251082251082}","[0.9090909090909091, 0.6666666666666666, 0.7142857142857143, 0.5238095238095238, 0.5714285714285714]",0.6770562770562771,5967399.0,3.1435904026031496
170,9,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 2, 'dropout_rate': 0.4047205139996357, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0003, 'batch_size': 32, 'weight_decay': 0}","[0.9090909090909091, 0.38095238095238093, 0.6666666666666666, 0.9047619047619048, 0.5238095238095238]",0.677056277056277,14378498.0,3.4375829219818117
171,2,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 420, 'num_layers': 1, 'dropout_rate': 0.37707525188266433, 'bidirectional': True, 'attention': True, 'learning_rate': 2.29086765276777e-05, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.5748129988902875, 'accuracy': 0.7437229437229437}","[0.9090909090909091, 0.38095238095238093, 0.6190476190476191, 0.8095238095238095, 0.6666666666666666]",0.677056277056277,5986682.0,1.4222216129302978
172,8,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.39497333008218133, 'bidirectional': True, 'attention': True, 'learning_rate': 0.11136408791577371, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.32074820273864374, 'accuracy': 0.5476190476190476}","[0.9545454545454546, 0.5714285714285714, 0.5714285714285714, 0.7619047619047619, 0.5238095238095238]",0.6766233766233766,765122.0,3.727709913253784
173,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 256, 'num_layers': 3, 'dropout_rate': 0.15461190936510477, 'bidirectional': False, 'attention': True, 'learning_rate': 7.83654268831539e-06, 'batch_size': 128, 'weight_decay': 5e-05}","[0.9545454545454546, 0.2857142857142857, 0.9523809523809523, 0.6666666666666666, 0.5238095238095238]",0.6766233766233765,6406914.0,1.8695958614349368
174,3,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 368, 'num_layers': 1, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 7.276047358315806e-06, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.536262900275292, 'accuracy': 0.7151515151515151}","[0.5454545454545454, 0.7142857142857143, 0.6190476190476191, 0.9047619047619048, 0.5714285714285714]",0.670995670995671,5034978.0,3.280812215805054
175,4,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.48842618689260164, 'bidirectional': True, 'attention': True, 'learning_rate': 4.6671488522705125e-05, 'batch_size': 64, 'weight_decay': 1e-05, 'fitness': 0.5735086757567329, 'accuracy': 0.7367965367965368}","[0.5454545454545454, 0.42857142857142855, 0.9047619047619048, 0.9523809523809523, 0.5238095238095238]",0.670995670995671,760962.0,3.3977667808532717
176,4,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 4, 'dropout_rate': 0.5, 'bidirectional': False, 'attention': True, 'learning_rate': 0.00012802620718721077, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.5674617162878612, 'accuracy': 0.7359307359307359}","[0.6363636363636364, 0.42857142857142855, 0.9047619047619048, 0.9047619047619048, 0.47619047619047616]",0.6701298701298701,26715138.0,6.3866493701934814
177,3,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.5, 'bidirectional': False, 'attention': True, 'learning_rate': 0.00030694079016415206, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.18877541379812968, 'accuracy': 0.4238095238095238}","[0.6363636363636364, 0.6666666666666666, 0.5238095238095238, 0.9047619047619048, 0.6190476190476191]",0.6701298701298701,959618.0,6.804051113128662
178,4,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 3.4187917101841e-05, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.5419547317953401, 'accuracy': 0.7268398268398268}","[0.6363636363636364, 0.47619047619047616, 0.9047619047619048, 0.7619047619047619, 0.5714285714285714]",0.67012987012987,760962.0,5.544421195983887
179,8,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 2, 'dropout_rate': 0.3719320108443973, 'bidirectional': True, 'attention': True, 'learning_rate': 1.9485679128967293e-05, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.4241495728999983, 'accuracy': 0.6238095238095237}","[0.6363636363636364, 0.38095238095238093, 0.9047619047619048, 0.6666666666666666, 0.7619047619047619]",0.67012987012987,14378498.0,1.5477032661437988
180,2,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 1, 'dropout_rate': 0.33807646555638693, 'bidirectional': False, 'attention': True, 'learning_rate': 0.000630957344480193, 'batch_size': 128, 'weight_decay': 1e-05}","[0.6818181818181818, 0.2857142857142857, 0.9047619047619048, 0.7142857142857143, 0.7619047619047619]",0.6696969696969697,7816194.0,1.792351531982422
181,8,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 105, 'num_layers': 2, 'dropout_rate': 0.1887438368314294, 'bidirectional': False, 'attention': True, 'learning_rate': 2.1744793616923195e-06, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.5851495385165021, 'accuracy': 0.7454545454545454}","[0.6818181818181818, 0.6190476190476191, 0.9523809523809523, 0.47619047619047616, 0.6190476190476191]",0.6696969696969697,1410257.0,4.1042811393737795
182,9,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 0.01568116736367841, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.46756706007934107, 'accuracy': 0.661038961038961}","[0.7272727272727273, 0.3333333333333333, 0.9047619047619048, 0.7619047619047619, 0.6190476190476191]",0.6692640692640692,665794.0,0.8183163642883301
183,1,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 102, 'num_layers': 2, 'dropout_rate': 0.26949651292984134, 'bidirectional': False, 'attention': True, 'learning_rate': 2.384948468508757e-05, 'batch_size': 32, 'weight_decay': 0}","[0.7272727272727273, 0.7619047619047619, 0.6190476190476191, 0.5714285714285714, 0.6666666666666666]",0.6692640692640691,1348034.0,5.98588547706604
184,2,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 196, 'num_layers': 2, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 7.585775750291836e-06, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.5748129988902875, 'accuracy': 0.7437229437229437}","[0.8181818181818182, 0.47619047619047616, 0.9047619047619048, 0.5714285714285714, 0.5714285714285714]",0.6683982683982684,3235962.0,6.148270988464356
185,9,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 402, 'num_layers': 1, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 2.9061784289950514e-05, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.685469853606763, 'accuracy': 0.8199134199134199}","[0.9090909090909091, 0.6190476190476191, 0.5714285714285714, 0.7142857142857143, 0.5238095238095238]",0.6675324675324676,5812520.0,1.5259466171264648
186,4,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.1, 'bidirectional': True, 'attention': True, 'learning_rate': 1.4318418456494098e-07, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.4668130940821326, 'accuracy': 0.6497835497835497}","[0.9090909090909091, 0.38095238095238093, 0.47619047619047616, 0.8095238095238095, 0.7619047619047619]",0.6675324675324676,661634.0,1.5937007427215577
187,9,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0004387586654927369, 'batch_size': 64, 'weight_decay': 0, 'fitness': 0.5084872885981204, 'accuracy': 0.696969696969697}","[0.9090909090909091, 0.7142857142857143, 0.6190476190476191, 0.47619047619047616, 0.6190476190476191]",0.6675324675324675,665794.0,2.8571872234344484
188,2,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 240, 'num_layers': 1, 'dropout_rate': 0.38796799370584545, 'bidirectional': False, 'attention': True, 'learning_rate': 0.000416594869898374, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.5134948075490489, 'accuracy': 0.7073593073593074}","[0.9090909090909091, 0.38095238095238093, 0.9523809523809523, 0.6666666666666666, 0.42857142857142855]",0.6675324675324674,2945762.0,2.791721296310425
189,4,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 227, 'num_layers': 3, 'dropout_rate': 0.22710347129729438, 'bidirectional': True, 'attention': True, 'learning_rate': 0.00035752248580151987, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.5602992166857372, 'accuracy': 0.7056277056277056}","[0.45454545454545453, 0.42857142857142855, 0.9047619047619048, 0.9523809523809523, 0.5714285714285714]",0.6623376623376623,5234167.0,4.737517690658569
190,2,5,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 1, 'dropout_rate': 0.36687022011228465, 'bidirectional': True, 'attention': True, 'learning_rate': 5.02508368782131e-07, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.5983957656831296, 'accuracy': 0.7437229437229437}","[0.5454545454545454, 0.5714285714285714, 0.9047619047619048, 0.7142857142857143, 0.5714285714285714]",0.6614718614718615,661634.0,3.3756240367889405
191,6,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 206, 'num_layers': 1, 'dropout_rate': 0.3249691851998085, 'bidirectional': False, 'attention': True, 'learning_rate': 0.00016186586460150264, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.6035950800018675, 'accuracy': 0.7632034632034632}","[0.5454545454545454, 0.3333333333333333, 0.9047619047619048, 0.8095238095238095, 0.7142857142857143]",0.6614718614718615,2494044.0,1.2842353343963624
192,3,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 2, 'dropout_rate': 0.14755738562853637, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0002620010285322075, 'batch_size': 64, 'weight_decay': 1e-05}","[0.5454545454545454, 0.42857142857142855, 0.9523809523809523, 0.9523809523809523, 0.42857142857142855]",0.6614718614718614,14115842.0,3.494051456451416
