Rank,Run ID,Generation,Architecture,Layers,Fold Accuracies,Validation Accuracy,Model Size,Training Time (s)
320,9,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 1, 'dropout_rate': 0.35762132801866037, 'bidirectional': True, 'attention': True, 'learning_rate': 1.060288378787877e-07, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.5464523884019996, 'accuracy': 0.7251082251082251}","[0.7272727272727273, 0.38095238095238093, 0.47619047619047616, 0.5238095238095238, 0.6190476190476191]",0.5454545454545454,1429890.0,0.5576200485229492
321,6,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.487157654715889, 'bidirectional': True, 'attention': True, 'learning_rate': 1.0902885255905952e-05, 'batch_size': 128, 'weight_decay': 0}","[0.5, 0.6190476190476191, 0.3333333333333333, 0.7619047619047619, 0.47619047619047616]",0.5380952380952382,963778.0,1.3690462112426758
322,8,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 3, 'dropout_rate': 0.4206237089943271, 'bidirectional': True, 'attention': True, 'learning_rate': 1.681126275708758e-05, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.22732697656933584, 'accuracy': 0.45021645021645024}","[0.5, 0.3333333333333333, 0.6666666666666666, 0.7142857142857143, 0.47619047619047616]",0.5380952380952382,864450.0,6.737312936782837
323,9,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 74, 'num_layers': 4, 'dropout_rate': 0.2710972055070921, 'bidirectional': False, 'attention': True, 'learning_rate': 2.2791572649100278e-05, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.6183504135678999, 'accuracy': 0.7627705627705627}","[0.5, 0.6190476190476191, 0.3333333333333333, 0.7619047619047619, 0.47619047619047616]",0.5380952380952382,1176528.0,1.229034662246704
324,4,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 215, 'num_layers': 3, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 0.006802353498851244, 'batch_size': 64, 'weight_decay': 1e-05, 'fitness': 0.4595555000357757, 'accuracy': 0.6497835497835498}","[0.5454545454545454, 0.6666666666666666, 0.5714285714285714, 0.42857142857142855, 0.47619047619047616]",0.5376623376623376,4805251.0,4.570909214019776
325,5,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 3, 'dropout_rate': 0.10419100274645551, 'bidirectional': True, 'attention': True, 'learning_rate': 1.1924742342543784e-05, 'batch_size': 32, 'weight_decay': 1e-05}","[0.6818181818181818, 0.3333333333333333, 0.47619047619047616, 0.7142857142857143, 0.47619047619047616]",0.5363636363636364,864450.0,7.016861343383789
326,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.29234517470410765, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0003, 'batch_size': 32, 'weight_decay': 5e-05}","[0.7727272727272727, 0.38095238095238093, 0.7619047619047619, 0.23809523809523808, 0.5238095238095238]",0.5354978354978355,963778.0,28.422400522232056
327,1,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 204, 'num_layers': 2, 'dropout_rate': 0.3997793751463539, 'bidirectional': False, 'attention': True, 'learning_rate': 0.00030000000000000014, 'batch_size': 64, 'weight_decay': 5e-05}","[0.9090909090909091, 0.42857142857142855, 0.47619047619047616, 0.38095238095238093, 0.47619047619047616]",0.5341991341991342,3424346.0,2.3128306388854982
328,8,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 341, 'num_layers': 4, 'dropout_rate': 0.43076707333036757, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0015667300448076412, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.3127376900685164, 'accuracy': 0.5558441558441558}","[0.5, 0.38095238095238093, 0.3333333333333333, 0.9047619047619048, 0.5238095238095238]",0.5285714285714286,13069509.0,1.6600959777832032
329,1,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 281, 'num_layers': 3, 'dropout_rate': 0.1906407514853377, 'bidirectional': False, 'attention': True, 'learning_rate': 0.00012457309396155178, 'batch_size': 32, 'weight_decay': 5e-05}","[0.6818181818181818, 0.5238095238095238, 0.5714285714285714, 0.42857142857142855, 0.42857142857142855]",0.5268398268398268,7373441.0,4.9447589874267575
330,8,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 1.2730501155464241e-05, 'batch_size': 128, 'weight_decay': 1e-05}","[0.5, 0.38095238095238093, 0.47619047619047616, 0.7619047619047619, 0.47619047619047616]",0.5190476190476191,963778.0,1.5833832263946532
331,6,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 3, 'dropout_rate': 0.26295420033076305, 'bidirectional': True, 'attention': True, 'learning_rate': 3.918271344157694e-06, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.6446541922637208, 'accuracy': 0.7818181818181817}","[0.5, 0.6190476190476191, 0.5238095238095238, 0.47619047619047616, 0.47619047619047616]",0.5190476190476191,2220418.0,4.95840630531311
332,4,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 3, 'dropout_rate': 0.4293382033451283, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0001, 'batch_size': 32, 'weight_decay': 5e-05}","[0.5, 0.3333333333333333, 0.8095238095238095, 0.42857142857142855, 0.5238095238095238]",0.519047619047619,860290.0,4.819585514068604
333,4,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 184, 'num_layers': 3, 'dropout_rate': 0.1028846281579553, 'bidirectional': True, 'attention': True, 'learning_rate': 2.193882909611821e-06, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.49297513996962783, 'accuracy': 0.6887445887445887}","[0.5909090909090909, 0.6190476190476191, 0.6666666666666666, 0.23809523809523808, 0.47619047619047616]",0.5181818181818182,3776050.0,1.628067350387573
334,2,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 204, 'num_layers': 2, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 6.918309709189363e-05, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.36417673541349344, 'accuracy': 0.5935064935064934}","[0.5909090909090909, 0.42857142857142855, 0.7142857142857143, 0.38095238095238093, 0.47619047619047616]",0.5181818181818182,3425162.0,1.2166294574737548
335,8,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.5, 'bidirectional': False, 'attention': True, 'learning_rate': 2.0899494508169894e-05, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.6020233972415554, 'accuracy': 0.7437229437229437}","[0.6363636363636364, 0.38095238095238093, 0.47619047619047616, 0.5714285714285714, 0.5238095238095238]",0.5177489177489176,765122.0,4.087552070617676
336,6,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 221, 'num_layers': 3, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0001845700449181909, 'batch_size': 64, 'weight_decay': 0, 'fitness': 0.42605959015592587, 'accuracy': 0.6294372294372295}","[0.5454545454545454, 0.42857142857142855, 0.47619047619047616, 0.47619047619047616, 0.6190476190476191]",0.509090909090909,5066869.0,7.774574899673462
337,8,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 3, 'dropout_rate': 0.1, 'bidirectional': True, 'attention': True, 'learning_rate': 0.00011481690295596814, 'batch_size': 32, 'weight_decay': 1e-05, 'fitness': 0.489458516062341, 'accuracy': 0.6787878787878787}","[0.5454545454545454, 0.38095238095238093, 0.47619047619047616, 0.38095238095238093, 0.7619047619047619]",0.509090909090909,864450.0,7.021197271347046
338,8,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 109, 'num_layers': 2, 'dropout_rate': 0.5, 'bidirectional': False, 'attention': True, 'learning_rate': 0.00011864491397450812, 'batch_size': 64, 'weight_decay': 0, 'fitness': 0.3991857474093917, 'accuracy': 0.6138528138528138}","[0.5909090909090909, 0.38095238095238093, 0.5238095238095238, 0.6190476190476191, 0.42857142857142855]",0.5086580086580086,1479677.0,3.2531710147857664
339,9,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 396, 'num_layers': 4, 'dropout_rate': 0.15479829340108325, 'bidirectional': True, 'attention': True, 'learning_rate': 9.247303715573927e-05, 'batch_size': 128, 'weight_decay': 0}","[0.7272727272727273, 0.38095238095238093, 0.5714285714285714, 0.23809523809523808, 0.6190476190476191]",0.5073593073593073,17007014.0,2.890621089935302
340,8,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 3, 'dropout_rate': 0.39126800108046517, 'bidirectional': False, 'attention': True, 'learning_rate': 2.773923680169613e-05, 'batch_size': 128, 'weight_decay': 5e-05}","[0.5, 0.38095238095238093, 0.47619047619047616, 0.7619047619047619, 0.38095238095238093]",0.5,864450.0,1.4693966865539552
341,8,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 341, 'num_layers': 4, 'dropout_rate': 0.34833329337346364, 'bidirectional': True, 'attention': True, 'learning_rate': 1.47951011603547e-08, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.3198399626136872, 'accuracy': 0.5285714285714286}","[0.5, 0.38095238095238093, 0.9047619047619048, 0.23809523809523808, 0.47619047619047616]",0.5,13069509.0,1.3821993350982666
342,1,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 185, 'num_layers': 3, 'dropout_rate': 0.404947993588718, 'bidirectional': False, 'attention': True, 'learning_rate': 9.56209404488569e-05, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.5906858752226561, 'accuracy': 0.7532467532467533}","[0.6363636363636364, 0.42857142857142855, 0.47619047619047616, 0.47619047619047616, 0.47619047619047616]",0.4987012987012987,3806561.0,3.2739370346069334
343,1,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 3, 'dropout_rate': 0.41414438572578915, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0005223303379776746, 'batch_size': 64, 'weight_decay': 5e-05, 'fitness': 0.5181235119450215, 'accuracy': 0.6961038961038961}","[0.5, 0.42857142857142855, 0.47619047619047616, 0.5714285714285714, 0.47619047619047616]",0.4904761904761904,860034.0,3.716565418243408
344,8,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.36994179392092363, 'bidirectional': False, 'attention': True, 'learning_rate': 5.752429817744907e-06, 'batch_size': 64, 'weight_decay': 5e-05, 'fitness': 0.24727881488663478, 'accuracy': 0.4714285714285714}","[0.5, 0.38095238095238093, 0.3333333333333333, 0.7619047619047619, 0.47619047619047616]",0.4904761904761904,963778.0,2.766607236862183
345,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 3, 'dropout_rate': 0.30841339264648393, 'bidirectional': False, 'attention': True, 'learning_rate': 2.5461002310928485e-06, 'batch_size': 64, 'weight_decay': 5e-05}","[0.5909090909090909, 0.5238095238095238, 0.38095238095238093, 0.47619047619047616, 0.47619047619047616]",0.4896103896103896,20678146.0,4.403879976272583
346,4,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 3, 'dropout_rate': 0.24441207273737003, 'bidirectional': True, 'attention': True, 'learning_rate': 3.408428968641403e-06, 'batch_size': 64, 'weight_decay': 1e-05, 'fitness': 0.5009463175459619, 'accuracy': 0.6987012987012987}","[0.5909090909090909, 0.38095238095238093, 0.5238095238095238, 0.47619047619047616, 0.47619047619047616]",0.4896103896103896,860290.0,4.305133056640625
347,7,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 131, 'num_layers': 4, 'dropout_rate': 0.11407729022986357, 'bidirectional': True, 'attention': True, 'learning_rate': 7.440883478273028e-05, 'batch_size': 64, 'weight_decay': 5e-05, 'fitness': 0.6119073004085477, 'accuracy': 0.7740259740259741}","[0.36363636363636365, 0.42857142857142855, 0.7142857142857143, 0.23809523809523808, 0.6666666666666666]",0.4822510822510822,2709999.0,4.299671840667725
348,9,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.5, 'bidirectional': False, 'attention': True, 'learning_rate': 0.0015035617008818181, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.377893890727549, 'accuracy': 0.6025974025974026}","[0.5454545454545454, 0.3333333333333333, 0.8095238095238095, 0.23809523809523808, 0.47619047619047616]",0.4805194805194805,765122.0,1.5633633613586426
349,1,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 281, 'num_layers': 3, 'dropout_rate': 0.16167366851066262, 'bidirectional': True, 'attention': True, 'learning_rate': 7.507507935748568e-05, 'batch_size': 64, 'weight_decay': 0, 'fitness': 0.28662525467699884, 'accuracy': 0.5268398268398268}","[0.5909090909090909, 0.42857142857142855, 0.5238095238095238, 0.3333333333333333, 0.5238095238095238]",0.4800865800865801,7373441.0,3.5095420360565184
350,8,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.2678677050813226, 'bidirectional': False, 'attention': True, 'learning_rate': 9.012504626108299e-05, 'batch_size': 128, 'weight_decay': 5e-05}","[0.5, 0.38095238095238093, 0.7142857142857143, 0.23809523809523808, 0.5238095238095238]",0.4714285714285714,963778.0,1.8011464595794675
351,8,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 218, 'num_layers': 4, 'dropout_rate': 0.40084522716600746, 'bidirectional': True, 'attention': True, 'learning_rate': 3.0840719662989476e-05, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.5355916495910373, 'accuracy': 0.699134199134199}","[0.5, 0.6190476190476191, 0.47619047619047616, 0.23809523809523808, 0.5238095238095238]",0.4714285714285714,6102912.0,1.657118797302246
352,4,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 4, 'dropout_rate': 0.43211008259271605, 'bidirectional': True, 'attention': True, 'learning_rate': 0.00010927777391009531, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.4595555000357757, 'accuracy': 0.6497835497835498}","[0.7727272727272727, 0.3333333333333333, 0.5238095238095238, 0.23809523809523808, 0.47619047619047616]",0.4688311688311688,26715138.0,2.612148904800415
353,5,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 512, 'num_layers': 3, 'dropout_rate': 0.1, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0001, 'batch_size': 32, 'weight_decay': 1e-05}","[0.45454545454545453, 0.3333333333333333, 0.42857142857142855, 0.5714285714285714, 0.5238095238095238]",0.4623376623376624,20678146.0,6.302384614944458
354,8,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.2659724266332175, 'bidirectional': True, 'attention': True, 'learning_rate': 0.001, 'batch_size': 128, 'weight_decay': 1e-05}","[0.5, 0.38095238095238093, 0.6666666666666666, 0.23809523809523808, 0.5238095238095238]",0.4619047619047619,963778.0,0.685142993927002
355,1,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 230, 'num_layers': 4, 'dropout_rate': 0.17720505539196335, 'bidirectional': False, 'attention': True, 'learning_rate': 1.3323361244149368e-05, 'batch_size': 32, 'weight_decay': 5e-05, 'fitness': 0.6445417857423514, 'accuracy': 0.7922077922077921}","[0.5454545454545454, 0.6666666666666666, 0.38095238095238093, 0.2857142857142857, 0.42857142857142855]",0.4614718614718613,6616642.0,5.322657060623169
356,6,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 3, 'dropout_rate': 0.4636893830568072, 'bidirectional': True, 'attention': True, 'learning_rate': 2.11105734777819e-06, 'batch_size': 64, 'weight_decay': 0, 'fitness': 0.3897160496391547, 'accuracy': 0.6116883116883117}","[0.5909090909090909, 0.42857142857142855, 0.3333333333333333, 0.23809523809523808, 0.7142857142857143]",0.461038961038961,864450.0,3.892327642440796
357,2,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.34372546719897007, 'bidirectional': True, 'attention': True, 'learning_rate': 4.3651583224016566e-05, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.36417673541349344, 'accuracy': 0.5935064935064934}","[0.5909090909090909, 0.23809523809523808, 0.3333333333333333, 0.6666666666666666, 0.47619047619047616]",0.461038961038961,760962.0,1.346513271331787
358,9,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.11811115837966077, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0012218759974470914, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.4830879479123757, 'accuracy': 0.6779220779220779}","[0.5, 0.38095238095238093, 0.6666666666666666, 0.23809523809523808, 0.47619047619047616]",0.4523809523809524,963778.0,0.7425981521606445
359,6,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 118, 'num_layers': 4, 'dropout_rate': 0.20407188152833172, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0038282187940775494, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.42605959015592587, 'accuracy': 0.6294372294372295}","[0.5, 0.38095238095238093, 0.6666666666666666, 0.23809523809523808, 0.47619047619047616]",0.4523809523809524,2312212.0,1.2077576160430907
360,1,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 76, 'num_layers': 3, 'dropout_rate': 0.3828271631221984, 'bidirectional': True, 'attention': True, 'learning_rate': 0.00030000000000000014, 'batch_size': 64, 'weight_decay': 0}","[0.5454545454545454, 0.38095238095238093, 0.5714285714285714, 0.23809523809523808, 0.5238095238095238]",0.451948051948052,1075098.0,3.8970624923706056
361,8,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.1603131782869494, 'bidirectional': True, 'attention': True, 'learning_rate': 0.00039275751511588195, 'batch_size': 32, 'weight_decay': 5e-05}","[0.7272727272727273, 0.42857142857142855, 0.42857142857142855, 0.23809523809523808, 0.42857142857142855]",0.4502164502164502,963778.0,6.799109935760498
362,9,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 209, 'num_layers': 4, 'dropout_rate': 0.46129427494351877, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0010515432259221582, 'batch_size': 128, 'weight_decay': 0, 'fitness': 0.30974390993275785, 'accuracy': 0.5467532467532468}","[0.45454545454545453, 0.38095238095238093, 0.6666666666666666, 0.23809523809523808, 0.47619047619047616]",0.4432900432900433,5692953.0,1.2642782211303711
363,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 92, 'num_layers': 4, 'dropout_rate': 0.23960196122644947, 'bidirectional': False, 'attention': True, 'learning_rate': 7.079457843841373e-05, 'batch_size': 32, 'weight_decay': 5e-05}","[0.45454545454545453, 0.42857142857142855, 0.6190476190476191, 0.23809523809523808, 0.47619047619047616]",0.4432900432900433,1601814.0,30.640390729904176
364,7,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 132, 'num_layers': 4, 'dropout_rate': 0.29471059102906494, 'bidirectional': True, 'attention': True, 'learning_rate': 1.2115266170965337e-06, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.5237273625951342, 'accuracy': 0.6766233766233765}","[0.5, 0.38095238095238093, 0.5714285714285714, 0.23809523809523808, 0.5238095238095238]",0.4428571428571429,2741774.0,1.4544476509094235
365,2,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 84, 'num_layers': 3, 'dropout_rate': 0.5, 'bidirectional': True, 'attention': True, 'learning_rate': 0.00031643614307540294, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.6056519787273493, 'accuracy': 0.7627705627705628}","[0.5, 0.6190476190476191, 0.3333333333333333, 0.23809523809523808, 0.5238095238095238]",0.4428571428571429,1228250.0,1.0504154205322265
366,9,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.2044568495744757, 'bidirectional': True, 'attention': True, 'learning_rate': 1.496184413030752e-06, 'batch_size': 128, 'weight_decay': 5e-05, 'fitness': 0.42402964532432963, 'accuracy': 0.641991341991342}","[0.5, 0.6190476190476191, 0.3333333333333333, 0.23809523809523808, 0.5238095238095238]",0.4428571428571429,963778.0,1.4026174545288086
367,9,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.2542322402804976, 'bidirectional': True, 'attention': True, 'learning_rate': 6.678825310769183e-05, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.5084872885981204, 'accuracy': 0.696969696969697}","[0.5, 0.6190476190476191, 0.3333333333333333, 0.23809523809523808, 0.47619047619047616]",0.4333333333333333,963778.0,1.2621206283569335
368,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 128, 'num_layers': 4, 'dropout_rate': 0.31650525635154814, 'bidirectional': False, 'attention': True, 'learning_rate': 1e-05, 'batch_size': 64, 'weight_decay': 5e-05}","[0.36363636363636365, 0.42857142857142855, 0.7142857142857143, 0.23809523809523808, 0.38095238095238093]",0.4251082251082251,2615682.0,3.4585006713867186
369,9,4,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.3255531583170336, 'bidirectional': True, 'attention': True, 'learning_rate': 0.0003527621316036892, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.5084872885981204, 'accuracy': 0.696969696969697}","[0.5, 0.38095238095238093, 0.5238095238095238, 0.23809523809523808, 0.47619047619047616]",0.4238095238095238,765122.0,0.6593209743499756
370,3,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.2402555797670448, 'bidirectional': False, 'attention': True, 'learning_rate': 4.754679577383344e-05, 'batch_size': 64, 'weight_decay': 0}","[0.5, 0.47619047619047616, 0.3333333333333333, 0.2857142857142857, 0.5238095238095238]",0.4238095238095238,959618.0,2.664911699295044
371,8,3,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 2, 'dropout_rate': 0.4838769972028217, 'bidirectional': True, 'attention': True, 'learning_rate': 1.681126275708758e-05, 'batch_size': 128, 'weight_decay': 1e-05, 'fitness': 0.3085033137926588, 'accuracy': 0.5380952380952382}","[0.5454545454545454, 0.38095238095238093, 0.47619047619047616, 0.23809523809523808, 0.47619047619047616]",0.4233766233766234,765122.0,1.1333582878112791
372,9,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.43491931068694895, 'bidirectional': False, 'attention': True, 'learning_rate': 0.00042266860254453755, 'batch_size': 32, 'weight_decay': 0, 'fitness': 0.36473653086917135, 'accuracy': 0.5761904761904761}","[0.5909090909090909, 0.5238095238095238, 0.3333333333333333, 0.23809523809523808, 0.42857142857142855]",0.4229437229437229,963778.0,6.161799764633178
373,8,2,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.1, 'bidirectional': False, 'attention': True, 'learning_rate': 1.2730501155464241e-05, 'batch_size': 64, 'weight_decay': 1e-05, 'fitness': 0.3637208076852413, 'accuracy': 0.5839826839826838}","[0.5, 0.38095238095238093, 0.3333333333333333, 0.23809523809523808, 0.5238095238095238]",0.3952380952380953,963778.0,2.818975639343262
374,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.2681239943933962, 'bidirectional': False, 'attention': True, 'learning_rate': 0.001, 'batch_size': 128, 'weight_decay': 5e-05}","[0.5, 0.38095238095238093, 0.3333333333333333, 0.23809523809523808, 0.47619047619047616]",0.3857142857142857,963778.0,5.609521961212158
375,9,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.18526481754930138, 'bidirectional': False, 'attention': True, 'learning_rate': 0.00030000000000000014, 'batch_size': 128, 'weight_decay': 0}","[0.5, 0.38095238095238093, 0.3333333333333333, 0.23809523809523808, 0.47619047619047616]",0.3857142857142857,963778.0,1.3761115550994871
376,7,1,LSTM,"{'model_type': 'LSTM', 'hidden_units': 64, 'num_layers': 4, 'dropout_rate': 0.42132918755232385, 'bidirectional': True, 'attention': True, 'learning_rate': 1.9952623149688787e-07, 'batch_size': 64, 'weight_decay': 5e-05}","[0.36363636363636365, 0.38095238095238093, 0.3333333333333333, 0.23809523809523808, 0.5238095238095238]",0.367965367965368,963778.0,2.738420104980469
